"","miRNA","mRNA","pearson-cor","p-value"
"185","hsa-miR-215","291","0.566822938488793","0.111512132259203"
"186","hsa-miR-215","292","0.0784246852020066","0.841051133928596"
"187","hsa-miR-215","293","-0.106096904099601","0.785878387390981"
"188","hsa-miR-215","301","-0.210069771800097","0.587476140798888"
"189","hsa-miR-215","302","-0.495029645156083","0.175444061126889"
"190","hsa-miR-215","303","-0.162858539194506","0.675473043344945"
"191","hsa-miR-215","306","-0.679165049228108","0.044227528331136"
"192","hsa-miR-215","307","-0.686953816744932","0.0409298464416385"
"193","hsa-miR-215","308","-0.636325351798912","0.0654073055997797"
"194","hsa-miR-215","309","0.375741431940599","0.318978629450371"
"195","hsa-miR-215","310","0.379837256034502","0.313300945983098"
"196","hsa-miR-215","311","0.336369161206205","0.37611923665315"
"197","hsa-miR-215","312","-0.659769389266113","0.0531668455057099"
"198","hsa-miR-215","313","0.306661411222723","0.422184361906883"
"199","hsa-miR-215","314","0.948306292314725","9.82964203418288e-05"
"200","hsa-miR-215","316","-0.280713985131874","0.464367816802094"
"201","hsa-miR-215","317","0.205759055600205","0.595339329517191"
"202","hsa-miR-215","318","0.831253825340788","0.00548743912899935"
"203","hsa-miR-215","319","0.57862232622542","0.102613908072765"
"204","hsa-miR-215","320","0.789175420532753","0.0114477844284013"
"205","hsa-miR-215","321","0.399443511700921","0.286838723179548"
"206","hsa-miR-215","322","-0.335522130235007","0.377398354004683"
"207","hsa-miR-215","323","-0.362695270139526","0.337402585025907"
"208","hsa-miR-215","324","0.644498315618851","0.0609577512658467"
"209","hsa-miR-215","325","-0.106181091797458","0.785711671126955"
"210","hsa-miR-215","326","-0.186701009512649","0.630531381753652"
"211","hsa-miR-215","327","0.699119924177091","0.0361036055275395"
"212","hsa-miR-215","328","-0.0291507014603431","0.940656715444763"
"213","hsa-miR-215","329","0.168619511452079","0.66452639368003"
"214","hsa-miR-215","330","-0.314648806418021","0.409559012751403"
"215","hsa-miR-215","331","-0.0729284666532973","0.852088248975435"
"216","hsa-miR-215","332","0.195286519829654","0.614593027629831"
"217","hsa-miR-215","333","-0.646411541716081","0.0599445618267646"
"218","hsa-miR-215","334","0.459656286211483","0.213195622116588"
"219","hsa-miR-215","335","0.416981221810626","0.264188383166465"
"220","hsa-miR-215","336","0.681586160695004","0.0431848216187864"
"221","hsa-miR-215","337","0.204973468035791","0.596776273141465"
"222","hsa-miR-215","338","0.385733758572723","0.30521743301802"
"223","hsa-miR-215","341","-0.193300746451699","0.618267366775798"
"224","hsa-miR-215","343","0.675207429574833","0.0459665360631876"
"225","hsa-miR-215","344","0.401645009309342","0.283942160048474"
"226","hsa-miR-215","345","0.505710193539054","0.164857839172085"
"227","hsa-miR-215","346","0.417901353375051","0.263026956086894"
"228","hsa-miR-215","348","0.530037488902528","0.142152806171852"
"229","hsa-miR-215","350","0.26061355128858","0.49822115741946"
"230","hsa-miR-215","351","0.319000253694136","0.402754249956512"
"231","hsa-miR-215","353","0.491308321766077","0.179221155326134"
"232","hsa-miR-215","354","-0.716814944598248","0.0297682243250388"
"233","hsa-miR-215","355","0.206346725832791","0.594265195229022"
"234","hsa-miR-215","356","-0.134303750627488","0.730477906276456"
"235","hsa-miR-215","357","0.784813712092259","0.012242092673403"
"236","hsa-miR-215","358","-0.69591717613453","0.0373362544301407"
"237","hsa-miR-215","359","0.269306559524649","0.483458522297994"
"238","hsa-miR-215","360","0.208674707254254","0.59001684660838"
"239","hsa-miR-215","361","-0.00708827527764542","0.985560488769778"
"240","hsa-miR-215","362","-0.452547422355556","0.221279177296723"
"241","hsa-miR-215","364","0.458561609652326","0.214429606566019"
"242","hsa-miR-215","366","0.435262210872024","0.241622185089587"
"243","hsa-miR-215","367","0.673732390135247","0.0466257182948147"
"244","hsa-miR-215","368","0.451288377305389","0.222728084344933"
"245","hsa-miR-215","369","0.260829119402232","0.497852873456813"
"246","hsa-miR-215","372","0.475368157565742","0.195918084595078"
"247","hsa-miR-215","374","-0.363501783002056","0.336248759567091"
"248","hsa-miR-215","375","0.733907516016172","0.0243846313392662"
"249","hsa-miR-215","377","0.162189243693677","0.676748259341738"
"250","hsa-miR-215","378","0.334862798112423","0.378395442773383"
"251","hsa-miR-215","379","0.138296126218814","0.72271722332862"
"252","hsa-miR-215","381","0.101779887472309","0.794437306890639"
"253","hsa-miR-215","382","0.407933923634242","0.275751693477466"
"254","hsa-miR-215","383","0.559659784992177","0.11713303265363"
"255","hsa-miR-215","384","0.0995358820238184","0.798893836163239"
"256","hsa-miR-215","387","0.337230454159971","0.374820687200158"
"257","hsa-miR-215","388","0.502897150985523","0.167609433899055"
"258","hsa-miR-215","389","0.224401906401886","0.561603632663604"
"259","hsa-miR-215","390","-0.0836252228336893","0.830629770901165"
"260","hsa-miR-215","391","-0.49995774035675","0.170512601873253"
"261","hsa-miR-215","392","-0.243816453047703","0.527253480246049"
"262","hsa-miR-215","393","-0.70124826320591","0.035299248291479"
"263","hsa-miR-215","394","0.480760639540154","0.19017567563901"
"264","hsa-miR-215","396","0.521837311967913","0.149587885221846"
"265","hsa-miR-215","397","-0.419833823336921","0.260596514875317"
"266","hsa-miR-215","398","0.153228726833619","0.693888235453682"
"267","hsa-miR-215","399","-0.516775372026232","0.154288252444619"
"268","hsa-miR-215","400","0.109268260871043","0.77960342600456"
"269","hsa-miR-215","402","-0.0683736180786805","0.861251911513474"
"270","hsa-miR-215","403","-0.597711447881158","0.0891587402098453"
"271","hsa-miR-215","405","-0.177435002502366","0.647881988445306"
"272","hsa-miR-215","406","0.251750279114738","0.513458750035133"
"273","hsa-miR-215","407","-0.700779693757794","0.0354753246551318"
"274","hsa-miR-215","408","0.840219041775164","0.00457519042800047"
"275","hsa-miR-215","409","-0.146285154974757","0.707253628002162"
"276","hsa-miR-215","410","0.677553356382166","0.0449305248390174"
"277","hsa-miR-215","411","0.0670640378967476","0.863889284649005"
"278","hsa-miR-215","412","0.21031598106192","0.587028145373673"
"279","hsa-miR-215","414","0.792182774271319","0.010920798202703"
"280","hsa-miR-215","415","0.637283350752591","0.0648755172711715"
"281","hsa-miR-215","416","-0.223217156612946","0.563726202413256"
"282","hsa-miR-215","417","-0.528053825695499","0.143931070310387"
"283","hsa-miR-215","420","0.531272589681257","0.141052138418763"
"284","hsa-miR-215","421","-0.0163779111315541","0.966642650553698"
"285","hsa-miR-215","427","0.140769039536306","0.717921088236274"
"286","hsa-miR-215","429","0.678628727952375","0.0444606735681766"
"287","hsa-miR-215","430","0.442682004235757","0.232770779665"
"288","hsa-miR-215","432","-0.424409602300942","0.254889260978945"
"289","hsa-miR-215","433","0.398461751032565","0.288135349878294"
"290","hsa-miR-215","434","-0.799045996256753","0.009779852111385"
"291","hsa-miR-215","435","0.553099530813307","0.122426865319971"
"292","hsa-miR-215","438","-0.0778901711703434","0.842123483878889"
"293","hsa-miR-215","439","-0.178113238869177","0.646606889142025"
"294","hsa-miR-215","440","-0.388037614341072","0.302088181840146"
"295","hsa-miR-215","443","0.582151334531953","0.100039277320677"
"296","hsa-miR-215","444","-0.240972981341585","0.532232396905615"
"297","hsa-miR-215","445","0.712051026026971","0.031395925745847"
"298","hsa-miR-215","462","0.809952719348131","0.00813690315565058"
"299","hsa-miR-215","463","0.115944461593354","0.766429956084854"
"300","hsa-miR-215","466","0.460073769481119","0.212726045265362"
"301","hsa-miR-215","467","-0.0126698741009617","0.974192596934058"
"302","hsa-miR-215","468","-0.399514181750137","0.286745504678359"
"303","hsa-miR-215","471","-0.361338956786508","0.339347358480749"
"304","hsa-miR-215","472","0.379457474085499","0.313825247640182"
"305","hsa-miR-215","473","-0.576740048870211","0.104003422778595"
"306","hsa-miR-215","475","0.704336208576893","0.0341530558875357"
"307","hsa-miR-215","476","-0.258480920974724","0.501870586078686"
"308","hsa-miR-215","477","0.434713514245728","0.242283833683252"
"309","hsa-miR-215","478","0.3232408773362","0.39617318151045"
"310","hsa-miR-215","479","0.302462080783458","0.428891186857246"
"311","hsa-miR-215","480","-0.13218524312487","0.734604676449029"
"312","hsa-miR-215","481","0.135546440418568","0.728059969286227"
"313","hsa-miR-215","482","0.672003831761373","0.0474058651170345"
"314","hsa-miR-215","483","-0.570661359077684","0.108568354856722"
"315","hsa-miR-215","486","-0.849747958051287","0.00372564617023592"
"316","hsa-miR-215","487","-0.488070558409853","0.182544695052059"
"317","hsa-miR-215","488","-0.198909333623299","0.60790873163341"
"318","hsa-miR-215","489","-0.576707315209574","0.104027687403396"
"319","hsa-miR-215","490","-0.777354100785169","0.0136848695407057"
"320","hsa-miR-215","491","0.790703668679696","0.0111778968608101"
"321","hsa-miR-215","492","-0.144014172873964","0.71164018935976"
"322","hsa-miR-215","493","0.102413834330095","0.793179233266257"
"323","hsa-miR-215","495","-0.230303501783844","0.55107496459281"
"324","hsa-miR-215","498","0.45813145367171","0.214915579090503"
"325","hsa-miR-215","501","0.636945843973672","0.0650625570880928"
"326","hsa-miR-215","506","0.301968863062101","0.429682009732911"
"327","hsa-miR-215","509","0.446721931846609","0.22802656641769"
"328","hsa-miR-215","513","0.69487041847503","0.0377449499974933"
"329","hsa-miR-215","514","0.781483965423297","0.0128727949703876"
"330","hsa-miR-215","515","0.422633606033737","0.257096451271767"
"331","hsa-miR-215","516","0.64529321394455","0.0605354937574229"
"332","hsa-miR-215","517","0.074798313948065","0.848330773533037"
"333","hsa-miR-215","518","0.511496015293518","0.159280669506493"
"334","hsa-miR-215","521","0.0715092556984494","0.854941889938429"
"335","hsa-miR-215","522","0.698864935233556","0.0362007624226017"
"336","hsa-miR-215","523","0.533883119626918","0.138742263209114"
"337","hsa-miR-215","526","0.0554282524847337","0.887371187948311"
"338","hsa-miR-215","527","0.0395931793024926","0.919446731443381"
"339","hsa-miR-215","528","0.304855405031227","0.4250629714478"
"340","hsa-miR-215","529","0.446109027696555","0.228742899731611"
"341","hsa-miR-215","533","-0.634183634883903","0.0666060625511328"
"342","hsa-miR-215","534","-0.485938924206132","0.184751718800927"
"343","hsa-miR-215","535","-0.343407712373388","0.365569897853644"
"344","hsa-miR-215","537","0.155595388616101","0.68934918607489"
"345","hsa-miR-215","538","0.138949664266644","0.721448888169057"
"346","hsa-miR-215","539","0.505458983234925","0.165102497752668"
"347","hsa-miR-215","540","0.343143242104165","0.365963699705608"
"348","hsa-miR-215","545","-0.332167589112781","0.38248421239939"
"349","hsa-miR-215","546","0.36444870988976","0.334896538285054"
"350","hsa-miR-215","547","0.411301892201497","0.271416743365579"
"351","hsa-miR-215","549","0.418942448691278","0.261716102368345"
"352","hsa-miR-215","550","0.590731899562757","0.0939445524039847"
"353","hsa-miR-215","551","0.0939038802385836","0.810100735987184"
"354","hsa-miR-215","552","0.248662076586251","0.518811092399157"
"355","hsa-miR-215","553","-0.695014562272077","0.0376884994985228"
"356","hsa-miR-215","554","-0.655582583547152","0.0552358385719943"
"357","hsa-miR-215","558","0.319640790055937","0.401756994777286"
"358","hsa-miR-215","563","0.158706267723312","0.683395828157565"
"359","hsa-miR-215","566","0.0593880113133867","0.879370759148172"
"360","hsa-miR-215","567","0.563147414055827","0.114375557552929"
"361","hsa-miR-215","570","0.425894660688826","0.253051415779729"
"362","hsa-miR-215","571","-0.100760904046391","0.796460347778022"
"363","hsa-miR-215","572","0.522027637584751","0.149412804262981"
"364","hsa-miR-215","573","-0.0102769787326481","0.979065753416015"
"365","hsa-miR-215","575","-0.520169573966663","0.151127153923916"
"366","hsa-miR-215","576","-0.532770129675538","0.139724329099972"
"367","hsa-miR-215","577","0.155206735406544","0.690094004789462"
"368","hsa-miR-215","578","-0.67061195996498","0.0480400912654462"
"369","hsa-miR-215","580","-0.287753436481145","0.452750560068775"
"370","hsa-miR-215","581","-0.387430009887879","0.30291187820053"
"371","hsa-miR-215","582","0.214352850910338","0.579700165228527"
"372","hsa-miR-215","583","0.491078590613079","0.179455830250579"
"373","hsa-miR-215","585","0.291715590567375","0.446267755613379"
"374","hsa-miR-215","586","-0.0522270023201737","0.893845571147042"
"375","hsa-miR-215","587","-0.149541347582641","0.700977071045683"
"376","hsa-miR-215","590","0.514125328931032","0.15678275011347"
"377","hsa-miR-215","594","0.513896814152749","0.156998938798415"
"378","hsa-miR-215","595","0.080148914807326","0.837593507881432"
"379","hsa-miR-215","596","0.59286396389533","0.0924663338840989"
"380","hsa-miR-215","597","-0.243371193357788","0.528031924509611"
"381","hsa-miR-215","598","-0.190558186825936","0.623354055018309"
"382","hsa-miR-215","599","0.489098892235635","0.181485362423804"
"383","hsa-miR-215","602","-0.285542759026288","0.456385223035116"
"384","hsa-miR-215","604","0.0689508795153681","0.860089735774529"
"385","hsa-miR-215","605","0.110652146701583","0.776868646735917"
"386","hsa-miR-215","606","-0.624690599938361","0.0720850090685135"
"387","hsa-miR-215","607","-0.147626884868014","0.704665471637676"
"388","hsa-miR-215","608","-0.209450311383099","0.588603829384497"
"389","hsa-miR-215","610","-0.428854846917663","0.249409163096818"
"390","hsa-miR-215","611","-0.493888311287517","0.176597630726966"
"391","hsa-miR-215","613","0.0390040243802303","0.920642319298859"
"392","hsa-miR-215","617","0.293031380004273","0.44412389415999"
"393","hsa-miR-215","622","0.550654379010772","0.124435831279933"
"394","hsa-miR-215","623","0.115713737797765","0.76688437587373"
"395","hsa-miR-215","624","0.179228984141745","0.644510994745814"
"396","hsa-miR-215","629","0.691413885134705","0.0391150465887472"
"397","hsa-miR-215","631","0.418082248451032","0.262798940832968"
"398","hsa-miR-215","632","0.499786968017193","0.170682147087296"
"399","hsa-miR-215","633","-0.125809964281305","0.747058613357031"
"400","hsa-miR-215","634","0.173565948103328","0.65517096779325"
"401","hsa-miR-215","635","0.194906487665611","0.615295642631566"
"402","hsa-miR-215","636","0.489187838033588","0.181393899641272"
"403","hsa-miR-215","637","0.214748440407164","0.578983841427644"
"404","hsa-miR-215","638","-0.649866545367769","0.0581419877817292"
"405","hsa-miR-215","639","-0.217010250845712","0.574894349757203"
"406","hsa-miR-215","640","0.839610168023223","0.00463359293706205"
"407","hsa-miR-215","641","0.584232969543668","0.0985392167366904"
"408","hsa-miR-215","642","0.183007717435888","0.637428903277502"
"409","hsa-miR-215","644","0.503478162812323","0.167038968877946"
"410","hsa-miR-215","645","0.268694409587879","0.484492080826076"
"411","hsa-miR-215","648","0.287571820064235","0.453048689433425"
"412","hsa-miR-215","649","0.350944648163554","0.35443278951359"
"413","hsa-miR-215","650","0.0021698067811662","0.995579723265332"
"414","hsa-miR-215","652","-0.183247287428516","0.636980749484027"
"415","hsa-miR-215","653","0.476281773877409","0.19493843244298"
"416","hsa-miR-215","654","0.573769602765141","0.10621932470783"
"417","hsa-miR-215","656","-0.327354728412059","0.389836796342929"
"418","hsa-miR-215","657","0.263268403752002","0.493693273329972"
"419","hsa-miR-215","659","0.232626244844691","0.546951661869878"
"420","hsa-miR-215","660","0.344690646237982","0.363662460123765"
"421","hsa-miR-215","661","0.262261148434546","0.495409169217521"
"422","hsa-miR-215","662","0.258135884674519","0.502462040141546"
"423","hsa-miR-215","663","0.093936710327189","0.810035320231553"
"424","hsa-miR-215","664","0.386699569491407","0.303903607518642"
"425","hsa-miR-215","665","0.113819112596197","0.770618231217702"
"426","hsa-miR-215","666","0.405193424741053","0.279305495355551"
"427","hsa-miR-215","667","-0.20746085836697","0.59223066958101"
"428","hsa-miR-215","669","0.0855130878630829","0.82685224281639"
"429","hsa-miR-215","670","0.512667033498129","0.158165348363464"
"430","hsa-miR-215","671","-0.1721654348015","0.657815677247103"
"431","hsa-miR-215","672","0.474953697240422","0.196363409478216"
"432","hsa-miR-215","673","0.0107425077679614","0.978117647353199"
"433","hsa-miR-215","677","-0.757008040982764","0.0181884536772788"
"434","hsa-miR-215","678","-0.499799374340587","0.170669826662855"
"435","hsa-miR-215","680","-0.241829474870457","0.530730760133044"
"436","hsa-miR-215","682","-0.188006438277432","0.628099248825785"
"437","hsa-miR-215","683","-0.0114487920356936","0.976679259815009"
"438","hsa-miR-215","684","0.290857308042288","0.447668612096738"
